SquareFootage,NumBathrooms,NumBedrooms,BackyardSpace,CrimeRate,SchoolRating,AgeOfHome,DistanceToCityCenter,EmploymentRate,PropertyTaxRate,RenovationQuality,LocalAmenities,TransportAccess,Fireplace,Garage,Floors,Windows,PreviousSalePrice,IsLuxury,HouseColor_Green,HouseColor_Red,HouseColor_White,HouseColor_Yellow,Price
1052.21,1.82740415,3,644.02,36.63,8.25,60.33,13.81,92.85,2.82,4.08,6.86,5.1,1,1,1,15,208211.5957,1,True,False,False,False,299089.7759
584.62,1.461183696,3,76.98,8.62,4.85,28.67,29.77,90.09,1.45,3.41,10.0,10.0,0,1,1,14,114024.451,0,False,False,True,False,168989.7578
1415.76,2.421315332,4,880.55,7.43,8.79,117.42,15.96,96.15,1.1,5.36,6.17,7.57,0,1,1,12,492428.1794,1,False,False,True,False,416898.1012
1619.25,3.698881856,3,487.47,35.75,9.12,32.41,14.57,91.39,1.3,7.04,10.0,10.0,1,0,1,18,793145.9002,1,False,True,False,False,557414.8766
1878.22,4.754927429,5,697.57,4.85,10.0,62.37,9.44,94.03,1.73,8.48,8.53,7.43,0,0,1,8,813276.7068,1,False,True,False,False,726744.0329
550.0,1.130609,4,139.13,35.28,5.68,10.17,21.09,93.81,1.11,3.18,9.88,6.69,0,0,1,14,162557.6727,0,False,False,False,True,202442.6815
1577.81,1.293779732,2,618.09,1.42,8.37,68.83,1.4,94.1,2.18,3.72,5.35,2.23,0,0,1,15,86606.42365,0,False,False,False,True,165098.0202
1367.23,1.0,4,430.85,51.66,5.59,10.51,11.21,82.48,1.79,5.51,8.59,5.92,1,1,1,13,496024.6773,0,True,False,False,False,264350.6073
777.03,1.0,2,434.55,19.61,6.98,48.98,29.88,95.83,2.21,5.04,9.15,4.17,0,0,1,15,105251.4034,0,True,False,False,False,182376.0913
930.27,2.927970929,6,662.21,24.97,7.81,37.75,19.37,99.9,1.04,6.83,4.28,5.39,0,0,1,12,561212.0656,1,False,False,True,False,532866.3387
550.0,2.251272627,2,733.44,77.31,6.36,54.34,33.38,99.13,1.77,5.21,2.8,4.54,0,0,1,22,65742.20377,0,False,False,True,False,157152.5847
1129.07,1.349067904,3,198.33,63.29,6.64,72.44,29.09,88.08,0.85,0.21,5.44,5.83,0,0,1,22,223542.3488,0,False,False,False,True,234615.5798
550.0,1.196183734,1,640.79,33.22,2.51,48.34,2.98,90.48,1.03,1.4,5.46,6.74,1,0,1,2,394628.7494,1,False,False,True,False,370271.3157
550.0,2.085650716,4,716.21,11.33,7.81,50.98,26.3,88.24,2.06,5.03,0.37,4.16,1,0,2,35,190815.1927,0,False,False,True,False,230955.7823
550.0,1.515512591,2,683.12,65.12,4.85,6.01,25.26,85.94,1.11,1.63,2.41,4.6,0,0,2,16,80955.87358,0,False,False,False,False,146631.3669
1723.29,3.000835312,2,439.27,24.06,7.94,7.13,5.27,98.29,1.63,8.98,8.65,3.98,0,1,1,14,404578.7748,1,False,False,False,True,370626.9651
644.91,1.315040488,1,157.42,4.74,5.38,38.89,26.5,96.5,2.41,0.25,5.74,8.16,0,0,1,4,153483.4514,0,True,False,False,False,176480.6397
981.57,5.510838751,4,632.73,19.52,8.46,0.75,11.74,91.45,2.31,8.14,7.14,4.3,1,1,2,34,586187.5216,1,False,False,False,False,689398.8244
935.24,2.899264769,2,351.22,44.61,5.93,54.06,6.49,99.9,2.07,7.52,7.36,8.42,1,1,1,23,514278.28,1,False,False,False,False,423958.8646
659.64,1.0,3,443.04,38.87,4.04,52.16,8.7,84.6,2.22,3.57,6.3,5.12,0,1,1,21,39658.34874,0,False,False,False,False,129334.4378
1594.17,1.591472321,4,567.07,0.05,10.0,25.66,10.42,98.1,2.14,6.74,10.0,10.0,0,0,1,11,812591.7859,1,False,False,False,False,470536.3101
1921.88,1.522281992,2,1107.22,50.88,7.46,104.99,30.66,90.67,1.69,8.52,5.06,4.6,0,0,1,12,335206.6146,1,True,False,False,False,498653.2234
1067.75,1.640643063,3,765.84,10.23,6.46,20.3,14.59,96.39,0.8,2.67,5.56,7.87,0,0,1,20,167455.7409,0,False,False,False,False,227419.5738
1578.91,2.589724793,5,733.34,32.98,10.0,8.52,0.65,92.02,1.11,7.33,6.78,8.26,0,0,1,13,599235.9087,1,False,False,True,False,388050.4923
1773.82,1.0,3,1098.59,35.99,7.25,13.8,19.23,93.02,1.31,4.14,5.94,3.19,0,0,2,37,250841.1567,1,False,True,False,False,295165.8876
550.0,2.335347984,4,470.97,46.95,5.73,63.28,16.99,91.65,1.77,4.65,3.71,6.29,0,0,2,36,144424.8466,0,False,False,False,True,233789.3427
588.48,1.843859653,4,323.87,29.81,6.79,25.23,0.32,90.92,1.48,5.47,1.95,4.38,0,0,1,18,214939.0735,0,True,False,False,False,260869.6178
1647.58,2.479229465,3,501.87,47.47,7.41,63.7,4.11,86.15,1.58,4.81,9.58,7.0,0,1,1,11,510372.4307,1,True,False,False,False,292991.195
550.0,1.324173676,2,520.0,1.79,4.78,45.32,30.68,99.9,0.76,2.51,4.67,6.65,0,0,1,5,108720.8841,0,False,False,False,False,232506.3177
1808.55,2.611942743,3,554.65,25.62,6.61,41.44,18.78,87.51,1.17,2.67,8.47,6.46,0,0,1,22,551923.2973,1,False,False,False,False,419930.8983
1670.63,1.52994186,2,313.01,40.71,7.0,3.01,3.86,92.99,1.46,5.58,1.75,4.85,1,1,1,13,251452.2868,1,False,False,False,True,351693.9419
550.0,1.0,2,716.98,10.94,5.75,81.96,17.69,87.27,2.14,3.68,6.48,7.29,0,1,1,12,78738.46379,1,False,True,False,False,160967.1899
550.0,1.21416602,3,1007.36,42.32,5.87,1.42,12.24,93.81,1.09,1.99,8.4,7.29,0,0,1,13,154720.3375,0,False,False,True,False,138399.473
754.31,1.0,4,778.7,43.88,4.17,24.07,34.64,91.21,1.43,5.03,6.18,6.05,0,1,1,13,140473.8686,0,False,False,False,True,161533.5785
1362.96,4.74011897,5,834.44,57.37,8.02,17.89,13.55,98.5,0.71,7.52,9.06,5.62,0,0,1,21,881540.6534,1,False,True,False,False,470238.5325
1293.03,1.157028832,3,1045.77,48.02,5.6,20.85,30.95,90.46,2.01,4.92,4.91,5.7,0,1,2,18,201158.4865,0,False,False,False,False,239449.537
1251.3,1.960165295,3,375.35,40.33,7.46,5.51,15.21,96.2,1.93,4.7,4.81,5.76,1,1,1,9,482596.3045,0,False,False,False,False,251560.2403
550.0,3.205325257,3,104.1,34.49,4.94,31.48,1.2,98.7,1.24,6.17,10.0,10.0,0,0,1,8,245455.0531,0,False,True,False,False,344358.9229
605.11,1.0,3,372.46,39.48,3.63,8.32,4.26,93.74,1.52,2.24,7.5,6.52,0,0,2,33,16828.77238,0,False,False,True,False,115173.7373
1517.74,1.93668056,4,0.39,13.21,9.11,33.58,13.73,99.77,1.02,10.0,5.12,3.21,0,0,1,14,741927.7434,1,False,True,False,False,379170.7105
938.82,1.151678579,2,484.13,25.48,5.71,73.06,7.16,87.58,1.65,2.66,5.45,5.87,0,1,1,8,205630.1056,1,False,True,False,False,336213.541
550.0,3.557614325,1,761.09,39.02,4.79,0.13,10.68,91.86,1.35,1.48,6.19,6.55,1,0,1,11,3297.468349,0,False,False,True,False,93232.90803
598.27,1.0,2,161.96,81.01,5.3,136.4,36.49,92.06,1.51,3.01,2.03,0.5,1,0,1,10,218656.5922,0,False,False,False,False,204452.9966
1376.39,2.52478436,3,36.68,9.16,8.23,88.25,22.47,92.34,0.95,7.04,6.29,4.41,0,0,1,14,418335.9438,1,False,False,True,False,453237.3277
896.92,1.611996447,3,403.84,21.45,6.23,53.3,0.85,90.45,1.51,4.11,3.72,6.96,1,1,1,19,269516.5927,1,False,False,True,False,353772.6133
1159.89,1.270642072,2,868.14,23.36,8.43,54.88,3.98,94.85,1.45,2.76,3.85,0.35,0,1,1,9,93757.27093,0,False,False,False,False,191532.491
1662.92,1.842379616,1,268.64,53.94,6.86,35.25,30.19,93.78,1.68,2.66,6.09,6.84,1,1,1,17,128557.5093,0,False,False,False,False,255647.7753
918.9,1.422452121,3,403.11,48.74,4.63,68.8,26.56,82.09,1.52,3.56,5.49,4.43,0,0,1,9,145333.4683,0,True,False,False,False,261979.9442
550.0,1.0,2,64.6,6.1,4.71,96.69,9.12,87.96,0.77,2.45,3.6,6.64,0,1,1,10,96827.65945,0,True,False,False,False,171020.9746
957.72,1.765776311,3,722.53,29.57,5.44,28.0,32.91,93.8,1.42,4.55,9.27,5.89,0,1,1,15,246613.2645,1,False,False,False,True,310305.5598
789.29,2.9043909,1,21.86,40.62,5.45,125.7,47.92,93.86,2.01,5.54,2.61,5.02,0,0,1,11,137311.2103,0,False,False,False,True,250365.5653
2115.68,1.969607048,3,982.06,37.08,6.38,70.14,40.41,90.43,1.8,6.79,8.93,7.88,0,1,1,18,427282.1746,1,False,False,False,False,308473.0053
557.05,3.681960978,3,674.88,24.17,5.54,6.9,15.74,98.25,1.09,3.25,1.06,6.13,0,1,1,9,270811.8272,0,False,False,False,True,174112.8032
859.76,3.673472586,4,629.07,22.74,8.44,17.86,6.32,92.99,0.61,10.0,8.52,8.95,1,1,1,22,379208.6463,1,False,False,False,True,362897.7455
550.0,2.52254682,2,760.75,42.44,3.19,26.35,32.58,95.71,1.93,2.35,7.79,6.18,0,0,2,45,130597.5884,0,False,False,False,True,155684.9643
1138.61,2.32591448,3,685.78,25.45,5.12,13.71,22.43,84.67,0.87,6.61,7.67,6.15,1,0,1,17,316336.3077,1,False,False,False,False,372610.471
1038.32,2.146735189,2,28.15,32.96,6.04,91.55,28.09,99.9,1.26,5.34,6.39,7.09,0,1,1,13,484340.2167,1,False,False,False,True,351798.8598
550.0,3.722478586,3,197.22,14.03,10.0,9.56,26.63,99.9,0.54,5.21,10.0,5.54,0,1,1,8,267771.3422,0,False,True,False,False,267810.5038
847.8,2.966910641,2,355.44,38.68,9.34,40.91,34.71,99.9,1.57,9.12,4.08,6.5,0,0,1,8,198988.9352,0,False,False,False,True,213503.8134
1541.98,1.741463873,5,737.18,35.23,10.0,7.84,1.9,89.41,1.18,8.53,4.67,7.13,1,0,1,19,552795.8702,1,True,False,False,False,713551.7912
1074.21,3.351399263,3,693.25,20.03,7.89,4.8,17.57,87.17,1.15,3.6,10.0,10.0,0,1,2,51,538997.9461,1,False,True,False,False,544527.3548
1024.7,1.34458366,3,827.3,12.85,8.71,13.88,9.28,99.9,0.88,4.87,2.74,10.0,0,0,2,19,275005.5216,1,False,False,True,False,373841.5628
1257.21,2.836704563,4,808.46,26.25,9.78,46.72,19.11,97.06,0.45,9.03,9.49,8.11,0,0,2,26,438353.1991,1,False,True,False,False,435506.5116
1629.07,2.472161786,3,363.24,22.94,10.0,18.97,32.5,93.32,1.58,5.53,10.0,10.0,0,0,2,22,367097.1943,1,False,False,False,False,461983.6949
1010.89,2.002415883,1,581.64,44.39,3.61,11.69,14.44,90.98,1.86,3.08,2.38,3.07,1,0,1,18,16130.50967,0,False,True,False,False,116897.0428
1711.71,1.274574596,3,1013.39,41.84,7.91,64.35,10.14,89.0,1.35,3.78,6.0,4.77,1,0,2,48,291155.7421,1,False,False,False,False,458228.8181
1197.9,2.909309193,3,617.49,41.0,3.13,93.99,31.18,92.84,1.85,6.58,1.73,4.61,0,0,1,8,208651.7175,1,False,False,False,False,304735.3154
1170.14,1.87755811,2,757.79,49.75,4.53,30.19,20.82,92.83,2.19,5.26,8.78,7.96,1,1,1,14,197479.9571,0,False,True,False,False,210386.9226
550.0,3.600211185,5,261.13,38.17,8.19,49.37,7.88,95.09,1.54,5.28,6.43,7.27,0,0,1,28,508513.1038,1,False,False,False,True,386169.5096
1246.47,2.16534028,2,877.54,28.34,5.18,6.63,3.02,94.13,2.1,4.34,5.39,4.07,0,0,2,27,258309.049,0,False,False,True,False,170926.4381
1686.82,1.057314862,2,53.18,46.2,7.39,81.87,40.39,93.63,2.23,6.37,8.82,7.05,1,1,1,21,187247.6754,0,False,True,False,False,251463.4563
907.68,1.764941106,3,140.1,11.86,7.47,0.83,13.9,95.21,1.03,4.97,4.83,6.95,0,0,1,8,138757.8915,0,False,False,True,False,157501.3561
1375.35,3.095541037,3,259.2,57.93,8.39,87.94,15.39,96.27,0.71,4.72,2.37,5.28,1,0,1,11,415325.4562,0,False,False,False,False,373373.1474
550.0,1.977646983,2,90.87,26.54,5.32,26.72,10.95,99.26,0.88,4.78,4.77,6.13,1,0,1,13,22034.76737,0,False,True,False,False,115547.1564
550.0,2.150065783,2,862.38,46.86,4.8,48.73,3.29,78.04,1.25,4.5,4.26,4.21,0,0,1,14,21200.55512,0,False,False,True,False,104513.2586
550.0,2.188481082,2,509.05,15.73,3.92,65.38,46.02,94.83,1.71,3.7,1.33,8.11,0,0,1,10,18617.76424,0,False,True,False,False,110478.7079
1382.19,2.758978755,4,1072.57,28.28,7.21,124.68,9.48,93.63,2.69,7.18,3.36,2.49,0,0,1,12,563750.7157,0,False,True,False,False,417529.2981
1340.03,1.0,4,131.12,48.45,5.3,10.64,4.08,90.19,1.52,0.71,10.0,4.94,0,0,1,12,293425.9077,0,True,False,False,False,224962.3678
550.0,1.0,3,302.6,4.04,4.1,68.49,13.35,91.08,2.06,2.2,1.51,6.27,1,0,1,12,13641.92296,1,False,False,True,False,108928.2486
1142.69,1.530547627,3,260.16,33.77,8.11,45.29,15.37,92.45,1.45,4.47,5.75,7.56,1,0,1,14,158543.5124,0,False,False,False,True,263726.3798
742.88,4.048452117,2,167.55,8.13,8.12,59.97,6.93,93.73,0.6,7.31,9.52,6.94,0,1,1,15,287349.1022,0,False,False,False,True,238164.0926
1008.9,3.86612899,4,604.24,34.79,6.08,3.98,12.23,96.47,1.56,4.77,6.93,7.25,0,0,1,17,423403.7187,1,False,False,False,False,557080.2338
550.0,1.79372707,2,573.66,47.17,7.39,19.87,18.69,99.9,2.1,4.34,7.72,7.04,1,0,1,15,155365.8037,0,False,False,False,True,171185.4905
606.62,2.134582705,3,547.12,2.16,5.58,23.86,1.3,85.3,2.17,1.82,2.67,4.37,0,0,1,12,293734.9646,1,False,False,True,False,330437.4705
949.31,1.0,2,221.81,27.26,5.3,16.8,22.9,92.95,1.4,3.84,1.89,5.62,0,0,2,22,172412.6046,0,False,False,False,False,264706.2813
1257.82,1.050886021,3,479.92,8.17,4.91,6.75,27.73,90.28,1.66,2.14,0.15,2.23,0,0,1,22,353181.3941,1,False,True,False,False,384299.924
838.77,2.29235263,4,292.08,7.86,6.45,129.62,29.37,98.13,1.26,6.52,4.07,7.07,0,0,1,16,225125.8385,0,False,False,False,False,254496.061
630.08,1.130709619,4,442.2,36.62,7.1,70.04,32.31,88.19,1.95,6.74,9.22,6.25,0,1,1,11,123166.9589,0,False,False,False,True,169087.4955
1372.23,2.375244271,3,512.42,33.14,8.03,3.61,28.02,93.35,0.98,9.45,6.49,8.38,0,0,1,15,446460.9746,1,False,True,False,False,377279.207
1264.09,1.0,4,383.4,44.75,4.75,13.59,3.44,94.32,1.73,5.55,10.0,10.0,0,0,1,7,200389.3077,1,False,False,True,False,331801.1473
550.0,1.455695646,5,734.97,42.68,7.21,39.9,11.18,91.14,2.0,4.53,5.76,6.04,1,0,1,16,182313.1519,0,False,False,True,False,210158.5888
674.01,2.014329099,4,838.75,31.79,8.43,0.92,24.82,97.83,1.71,4.25,7.66,6.36,0,0,1,0,239196.0641,0,True,False,False,False,265414.2368
1028.47,1.313040673,2,481.75,4.78,9.16,27.26,11.69,93.88,1.87,4.64,8.24,9.86,1,0,1,10,92505.59685,0,False,False,True,False,223038.8672
1212.97,1.828237036,4,663.54,8.45,7.82,26.2,20.71,95.62,1.02,7.63,2.93,4.83,1,1,2,27,652068.429,1,False,False,False,True,509492.6003
1109.34,1.0,3,113.07,36.56,9.29,48.09,56.61,96.48,2.44,6.73,7.11,7.84,0,1,2,34,200992.2881,0,False,False,False,False,202100.7793
550.0,1.824606804,4,485.29,26.61,9.0,12.96,14.54,87.12,1.38,5.62,6.94,4.25,0,1,1,7,209801.5256,0,False,False,True,False,215961.4266
550.0,1.289955978,2,189.21,40.61,4.41,72.05,30.93,91.91,1.9,1.86,4.72,4.61,0,1,1,11,54355.99297,0,False,False,False,False,144716.443
1155.32,2.895787446,4,773.04,61.11,10.0,98.26,23.92,99.9,2.34,8.1,6.82,7.76,1,0,1,18,405567.3961,1,False,False,True,False,363091.1189
1619.76,3.114892968,3,465.92,31.76,9.56,23.2,28.72,99.38,1.61,6.17,4.8,5.06,0,1,1,3,328661.4671,0,False,False,False,True,476293.4389
1384.13,2.667191793,4,423.58,50.77,8.34,47.63,31.13,93.26,1.32,5.53,5.33,4.22,0,0,1,23,359752.795,0,False,True,False,False,264529.5677
1534.65,1.064910534,3,1016.86,31.14,7.95,41.16,9.93,96.3,1.82,6.86,3.38,7.54,0,1,1,15,251874.8245,1,False,False,False,True,281771.1895
1287.85,1.158955673,1,587.45,18.23,5.98,3.49,18.77,87.73,2.33,2.51,1.95,2.87,0,1,1,7,137189.5439,0,False,True,False,False,190286.3937
663.07,3.347212475,4,484.75,2.37,5.76,11.6,21.14,92.75,1.75,4.06,6.68,4.61,0,0,1,19,403294.7467,1,True,False,False,False,306098.3293
1144.82,3.092493176,3,273.57,27.22,9.33,70.92,8.66,97.42,1.33,5.21,8.97,7.04,0,0,1,6,495872.6611,1,False,False,False,False,441797.6611
550.0,3.458587459,5,550.62,58.75,7.73,9.94,26.9,91.61,1.79,1.52,8.54,4.45,0,0,1,20,222234.5043,0,True,False,False,False,239657.1267
1000.26,4.722995989,3,76.71,3.31,10.0,22.15,22.94,89.56,1.79,6.81,1.0,5.67,0,0,2,21,293697.8622,0,False,False,True,False,384219.8759
810.68,1.390094984,2,620.52,7.27,4.2,11.71,20.82,86.66,1.11,1.31,6.47,6.73,1,1,1,23,137306.9868,0,False,False,True,False,150907.6334
913.84,1.0,4,919.24,6.08,8.21,94.23,20.77,96.85,1.74,1.42,8.05,5.74,0,1,1,17,312343.702,1,False,False,False,True,289804.9546
1456.45,1.0,2,618.87,2.93,6.97,58.36,30.25,97.83,1.0,5.04,9.42,5.69,0,0,1,19,184092.6755,0,False,False,False,False,187888.8282
1213.55,2.019459998,3,1224.48,30.91,7.98,26.43,3.29,99.9,1.93,4.77,7.98,9.3,0,0,1,7,296598.4268,0,True,False,False,False,284028.9716
955.04,1.0,4,832.77,33.79,9.61,57.45,3.51,90.13,1.51,8.35,2.72,4.33,0,0,2,34,264235.88,1,True,False,False,False,280525.7092
613.71,1.320775716,5,609.64,44.17,10.0,8.46,27.96,94.58,1.46,4.85,9.4,7.83,0,0,2,24,203371.6852,0,False,False,True,False,260587.6344
550.0,1.0,3,272.3,27.42,4.44,7.61,9.93,92.87,2.27,3.76,7.98,3.28,0,1,1,16,85251.07949,0,False,False,False,True,166647.5865
550.0,1.974097959,2,707.67,31.62,6.79,44.07,7.93,95.83,2.2,7.25,4.4,5.43,0,0,2,28,84666.24661,0,False,False,False,False,136573.2213
550.0,1.688837923,2,544.76,14.29,2.58,71.68,3.25,87.11,1.74,3.14,6.53,7.07,0,1,1,16,75699.56691,0,False,True,False,False,144240.8553
1111.09,1.562535946,4,302.8,10.52,7.4,11.45,3.94,96.46,1.63,4.25,5.73,4.36,0,1,1,12,267082.5203,0,False,False,True,False,220535.3979
1639.0,3.138884105,5,261.29,37.23,10.0,6.98,7.17,99.9,2.08,10.0,7.69,5.04,0,0,1,11,736854.4836,1,True,False,False,False,816228.0597
1154.08,1.635873371,3,177.44,4.93,5.16,79.25,6.45,99.9,1.73,5.7,6.02,7.67,0,0,1,11,260194.5306,0,True,False,False,False,274638.1222
908.64,2.45694088,4,756.56,46.34,9.12,23.39,43.38,91.77,1.74,7.74,6.47,5.9,0,0,1,28,483206.7095,0,True,False,False,False,248492.4663
550.0,1.0,1,641.35,29.26,1.51,83.79,35.69,92.16,1.69,0.34,4.23,2.24,0,1,2,48,455852.4642,1,False,False,False,True,529606.7556
726.52,2.509504048,3,750.84,30.56,10.0,30.6,20.01,99.9,1.11,7.68,6.3,5.73,1,1,1,22,182174.314,0,False,False,True,False,247876.0339
1199.68,1.332144296,3,409.66,22.86,6.07,19.19,29.88,94.42,1.42,6.24,2.9,6.86,0,1,1,7,332201.6037,1,False,False,False,False,398689.505
833.98,1.399957303,1,761.83,0.46,4.49,109.77,17.71,99.9,1.92,5.26,2.78,3.25,0,0,1,13,58989.09094,0,False,False,False,True,124213.8928
968.6,4.370450006,3,625.87,45.22,7.04,13.54,2.28,96.71,0.68,5.93,5.45,6.79,1,0,1,15,376588.7389,0,False,False,False,False,267888.0566
937.66,2.251633596,2,459.2,42.84,5.23,1.24,17.81,90.94,1.78,4.56,4.35,6.73,0,1,1,12,253966.7719,1,True,False,False,False,295324.819
1612.72,1.845366411,3,1324.12,43.94,9.09,13.92,1.02,99.78,0.69,10.0,2.73,6.85,0,1,1,15,503324.3122,1,True,False,False,False,506332.0959
550.0,1.221072548,3,778.8,0.45,5.58,49.95,28.63,99.9,0.88,2.27,8.11,6.47,0,1,2,21,54207.95244,0,False,True,False,False,120852.2785
2173.85,3.817769313,2,357.43,9.22,10.0,37.44,18.03,91.07,0.93,9.65,8.3,5.41,0,1,1,11,664660.817,1,True,False,False,False,356002.4758
1286.47,2.110509734,2,341.25,42.57,5.03,43.89,9.41,95.35,1.03,5.31,0.21,2.82,0,1,1,17,204739.2843,0,False,False,False,True,202571.4329
1620.23,1.444896408,4,538.85,27.93,8.88,64.65,1.77,94.07,0.49,4.59,6.89,4.05,0,0,1,14,410892.2882,1,False,False,False,False,558102.6445
652.65,2.076866787,4,854.55,48.39,6.04,77.11,3.21,89.19,1.62,4.06,6.05,4.65,0,1,1,14,210630.5392,1,False,False,False,False,313708.945
1616.97,3.167565509,4,418.23,19.05,5.79,79.66,1.12,97.52,2.69,3.97,3.49,6.33,0,0,1,17,476373.9145,1,False,False,False,False,451640.8314
1065.51,2.578165083,3,782.28,0.77,4.35,66.49,7.26,90.83,2.21,5.37,10.0,8.99,0,1,1,25,274796.4413,0,True,False,False,False,233860.5597
852.22,1.528620106,3,368.43,39.06,8.09,90.55,26.21,86.53,1.5,5.01,5.0,3.61,0,0,1,16,133754.897,0,True,False,False,False,174603.251
722.72,1.0,5,727.14,67.67,7.7,47.27,15.28,88.47,1.78,2.61,6.57,8.41,0,1,2,10,257980.1353,1,False,False,False,False,355201.9424
1726.85,2.419151566,3,823.07,14.61,5.2,84.65,4.86,90.95,0.7,4.6,10.0,5.29,0,0,1,7,489141.7713,1,False,False,False,False,675749.7362
550.0,1.80148474,2,638.84,7.88,7.2,69.88,12.82,99.9,1.1,4.13,5.76,2.27,0,1,1,18,95710.84457,0,False,False,False,True,216188.775
1457.95,3.608950566,1,354.82,43.05,4.2,8.84,11.68,86.92,1.15,4.17,10.0,8.84,0,0,1,7,264830.6692,1,False,False,True,False,299223.8467
550.0,3.748236326,4,575.71,23.91,8.05,7.52,10.24,86.52,0.93,5.33,6.54,5.44,1,0,1,27,339758.8141,1,False,False,False,True,383541.8907
2129.83,2.629745897,5,700.12,36.77,10.0,0.83,20.87,99.9,1.43,8.97,8.32,10.0,0,0,1,12,1013852.979,1,False,False,False,False,1021383.138
1592.74,2.702851175,3,787.97,4.56,7.6,19.0,32.65,97.97,2.68,7.23,3.87,6.24,0,0,2,19,450887.3701,1,False,False,True,False,301337.6421
1438.6,1.972614097,5,106.4,8.61,9.09,11.53,10.67,96.44,2.16,6.77,7.98,5.63,0,1,1,22,578444.8987,1,False,False,False,True,410418.3467
1114.3,2.049654213,4,821.15,52.77,4.7,16.89,5.29,86.69,2.98,3.24,2.24,3.88,0,0,1,15,312651.6828,1,True,False,False,False,285175.2294
550.0,3.507343964,5,747.14,26.02,10.0,39.25,24.72,90.29,1.39,5.64,6.13,7.1,0,0,1,13,244739.5445,1,True,False,False,False,331485.0916
884.98,2.523608028,3,1100.91,16.42,5.41,31.02,3.0,93.78,1.31,3.08,7.68,7.31,1,0,1,7,125107.5666,0,False,False,False,True,250071.3973
1032.92,1.0,5,1004.53,1.1,8.17,15.11,4.06,99.9,1.7,1.98,4.75,1.94,0,0,1,5,386289.4069,1,False,False,True,False,333490.8425
550.0,1.2640972,3,263.14,61.5,8.19,117.09,26.43,91.21,1.72,5.92,0.61,5.46,0,0,1,9,92291.35513,0,True,False,False,False,147745.9663
550.0,1.006369014,6,792.92,3.64,9.17,66.89,20.6,89.34,2.07,3.53,8.19,4.12,0,0,1,15,524761.3555,1,False,False,False,True,432952.5713
897.54,4.078440573,5,1032.54,7.54,9.49,38.12,12.48,92.93,1.34,6.82,5.01,5.8,0,1,1,9,818819.4606,1,True,False,False,False,545986.41
1251.03,1.0,3,532.89,38.21,5.65,75.32,30.19,91.8,1.74,2.26,4.38,5.34,0,0,1,12,197249.797,1,False,False,False,False,324848.6239
710.01,2.690295665,4,47.38,3.23,5.37,45.29,22.83,95.14,1.52,6.18,7.03,8.05,0,1,1,7,451360.3698,1,False,False,True,False,445123.7902
1273.23,3.155295744,3,351.19,23.78,6.77,41.57,22.23,90.11,1.55,4.0,5.93,5.39,0,0,1,4,338932.2149,1,False,False,False,False,410941.3399
709.6,2.210287094,4,620.74,48.03,5.61,135.99,35.75,95.62,0.64,6.3,5.99,7.31,0,0,1,19,271168.2068,0,False,True,False,False,221693.1649
838.01,1.610971933,3,528.53,39.56,8.65,3.25,9.94,93.58,0.73,4.6,6.1,8.84,0,1,1,10,207953.724,1,False,False,False,True,303131.7829
1795.33,1.0,2,644.33,55.56,6.73,79.78,33.87,92.93,1.27,4.96,5.26,7.33,0,0,1,10,212431.6387,0,False,False,False,True,215155.1638
1197.95,1.477818763,4,424.29,2.54,7.63,39.78,0.78,88.94,0.88,4.82,7.44,7.0,0,1,1,30,466482.3,1,False,False,False,True,579828.7902
1446.72,2.332240235,4,96.14,27.24,6.71,62.44,7.56,86.73,1.46,4.49,8.0,8.84,0,0,2,37,394956.0053,1,False,False,False,False,552095.1351
1506.92,1.0,1,657.32,22.06,3.04,8.3,15.7,84.63,1.28,1.42,2.98,6.18,0,0,2,15,8077.514159,0,False,False,True,False,93040.74187
1082.65,3.360885507,3,792.37,61.83,6.88,21.04,1.78,95.36,1.77,5.7,2.82,6.84,0,0,1,10,257512.2087,1,False,False,False,True,350380.8319
1656.84,2.247618475,3,433.85,58.15,6.93,74.15,14.67,98.81,1.16,6.25,9.37,4.85,0,1,1,24,357762.4838,0,False,False,False,False,525579.2303
1036.32,2.218187131,2,537.22,28.83,6.98,39.83,5.5,93.43,1.83,2.81,8.03,8.19,0,0,1,10,260795.2157,0,False,False,True,False,194376.8764
1672.22,3.664116677,4,527.91,60.17,8.79,47.92,11.15,98.19,1.29,4.64,6.92,7.1,0,1,1,10,761087.4041,0,False,True,False,False,448776.4174
812.79,3.312295842,4,548.93,2.81,6.15,19.15,6.9,99.9,2.3,4.85,5.23,2.11,1,0,2,20,347837.1906,0,False,True,False,False,246889.3273
679.22,2.302685334,3,804.42,34.8,4.02,39.2,27.36,94.98,2.43,3.26,5.58,4.8,0,1,1,17,167832.7834,0,False,False,False,True,171144.9269
550.0,1.746833229,1,1047.11,44.9,4.5,11.89,30.43,96.61,2.2,1.31,9.64,8.75,0,1,1,16,196153.7507,0,False,False,False,False,257123.6481
969.98,3.424177788,4,172.29,20.63,7.97,57.68,0.36,94.85,1.53,7.32,5.1,6.13,0,0,1,18,586475.9292,1,False,False,True,False,552399.0431
1608.94,1.23819827,5,378.38,9.82,9.94,18.1,15.37,89.19,1.16,5.9,6.13,2.59,1,0,1,20,450645.1165,0,False,False,False,False,473601.4141
860.5,4.537739721,3,358.51,43.81,6.39,24.19,16.15,81.04,1.09,7.39,4.54,4.2,1,0,1,7,546800.4983,1,True,False,False,False,434302.9891
